Año,Trimestre,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total,id_provincia
2020,2,63.0,0.0,8801.0,8690.0,10242.0,426.0,16578.0,3176.0,47976.0,3
2020,2,308.0,928.0,24350.0,21140.0,29044.0,12082.0,33311.0,6969.0,128132.0,4
2020,2,158.0,109.0,69578.0,22188.0,10537.0,1473.0,614.0,3999.0,108656.0,5
2020,2,168.0,4383.0,219025.0,125932.0,89530.0,63216.0,325243.0,8971.0,836468.0,6
2020,2,72.0,527.0,34242.0,22845.0,25844.0,7898.0,22418.0,5020.0,118866.0,7
2020,2,130.0,3679.0,66758.0,50640.0,42090.0,12856.0,43391.0,14569.0,234113.0,8
2020,2,391.0,151.0,23534.0,7109.0,6998.0,961.0,7475.0,1313.0,47932.0,9
2020,2,55.0,182.0,30548.0,10519.0,26829.0,209.0,9417.0,16557.0,94316.0,10
2020,2,293.0,810.0,71218.0,7531.0,3800.0,1657.0,3377.0,1123.0,89809.0,11
2020,2,21.0,1.0,37375.0,5661.0,4686.0,73.0,4336.0,2.0,52155.0,12
2020,2,58.0,40.0,142253.0,12439.0,35274.0,3248.0,5422.0,2450.0,201184.0,13
2020,2,71.0,524.0,39867.0,23719.0,26445.0,12305.0,28763.0,8646.0,140340.0,14
2020,2,218.0,327.0,61171.0,6103.0,6625.0,5296.0,46432.0,0.0,126172.0,15
2020,2,114.0,466.0,70817.0,3335.0,7498.0,3246.0,26953.0,17057.0,129486.0,16
2020,2,129.0,514.0,41801.0,64463.0,16989.0,7741.0,39594.0,6531.0,177762.0,17
2020,2,48.0,194.0,59113.0,917.0,4908.0,40.0,127.0,4430.0,69777.0,18
2020,2,105.0,0.0,11439.0,3585.0,1934.0,60889.0,8.0,35992.0,113952.0,19
2020,2,66.0,0.0,26938.0,4166.0,6541.0,546.0,119.0,493.0,38869.0,20
2020,2,568.0,2061.0,213054.0,198772.0,96575.0,57236.0,189473.0,20193.0,777932.0,21
2020,2,133.0,1779.0,32557.0,57709.0,5178.0,247.0,3328.0,4516.0,105447.0,22
