Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2014,4,Córdoba,345.0,240.0,419.0,4.0,486.0,590.0
2014,4,Corrientes,55.0,10.0,40.0,1.0,75.0,66.0
2014,4,Entre Ríos,112.0,23.0,57.0,5.0,260.0,141.0
2014,4,Formosa,21.0,5.0,1.0,0.0,65.0,26.0
2014,4,Jujuy,31.0,5.0,22.0,37.0,11.0,36.0
2014,4,La Pampa,16.0,34.0,514.0,6.0,648.0,57.0
2014,4,La Rioja,16.0,0.0,17.0,0.0,33.0,16.0
2014,4,Mendoza,152.0,13.0,3.0,31.0,2.0,170.0
2014,4,Misiones,58.0,19.0,16.0,150.0,15.0,77.0
2014,4,Neuquén,48.0,32.0,1.0,12.0,3.0,95.0
2014,4,Río Negro,66.0,24.0,901.0,4.0,2.0,96.0
2014,4,Salta,76.0,17.0,48.0,6.0,578.0,94.0
2014,4,San Juan,49.0,451.0,740.0,1.0,1.0,52.0
2014,4,San Luis,11.0,926.0,355.0,24.0,423.0,13.0
2014,4,Santa Cruz,18.0,448.0,388.0,4.0,3.0,26.0
2014,4,Santa Fe,335.0,183.0,3.0,6.0,2.0,529.0
2014,4,Santiago Del Estero,34.0,4.0,19.0,920.0,37.0,39.0
2014,4,Tierra Del Fuego,22.0,4.0,655.0,1.0,3.0,29.0
2014,4,Tucumán,137.0,97.0,116.0,13.0,105.0,137.0
2014,3,Buenos Aires,2.0,1.0,124.0,20.0,32.0,3.0
2014,3,Capital Federal,450.0,833.0,18.0,2.0,14.0,1.0
2014,3,Catamarca,24.0,244.0,15.0,0.0,47.0,25.0
2014,3,Chaco,53.0,10.0,29.0,1.0,59.0,64.0
2014,3,Chubut,49.0,668.0,882.0,12.0,7.0,69.0
2014,3,Córdoba,340.0,240.0,444.0,4.0,377.0,585.0
2014,3,Corrientes,53.0,9.0,31.0,1.0,65.0,64.0
2014,3,Entre Ríos,109.0,22.0,48.0,5.0,135.0,137.0
2014,3,Formosa,21.0,5.0,0.0,0.0,80.0,26.0
2014,3,Jujuy,30.0,4.0,22.0,37.0,13.0,34.0
2014,3,La Pampa,16.0,34.0,538.0,11.0,677.0,62.0
2014,3,La Rioja,16.0,0.0,14.0,1.0,37.0,16.0
2014,3,Mendoza,150.0,13.0,3.0,40.0,2.0,168.0
2014,3,Misiones,57.0,18.0,4.0,3.0,14.0,75.0
2014,3,Neuquén,54.0,31.0,1.0,13.0,3.0,102.0
2014,3,Río Negro,65.0,27.0,888.0,4.0,2.0,98.0
2014,3,Salta,74.0,18.0,43.0,109.0,580.0,93.0
2014,3,San Juan,48.0,451.0,731.0,1.0,1.0,52.0
2014,3,San Luis,11.0,925.0,355.0,25.0,438.0,13.0
2014,3,Santa Cruz,18.0,492.0,385.0,4.0,3.0,26.0
2014,3,Santa Fe,326.0,184.0,4.0,7.0,733.0,521.0
2014,3,Santiago Del Estero,33.0,4.0,19.0,768.0,41.0,38.0
2014,3,Tierra Del Fuego,22.0,3.0,650.0,1.0,3.0,29.0
2014,3,Tucumán,132.0,97.0,117.0,13.0,100.0,132.0
2014,2,Buenos Aires,2.0,1.0,120.0,17.0,33.0,3.0
2014,2,Capital Federal,448.0,828.0,18.0,2.0,15.0,1.0
2014,2,Catamarca,24.0,243.0,17.0,0.0,43.0,25.0
2014,2,Chaco,53.0,10.0,30.0,0.0,58.0,63.0
2014,2,Chubut,51.0,649.0,866.0,11.0,7.0,71.0
2014,2,Córdoba,338.0,235.0,351.0,4.0,374.0,577.0
2014,2,Corrientes,53.0,9.0,31.0,1.0,55.0,63.0
2014,2,Entre Ríos,109.0,22.0,49.0,5.0,133.0,136.0
2014,2,Formosa,21.0,5.0,0.0,0.0,78.0,26.0
2014,2,Jujuy,30.0,4.0,23.0,40.0,9.0,34.0
2014,2,La Pampa,16.0,33.0,513.0,6.0,689.0,56.0
2014,2,La Rioja,16.0,0.0,14.0,0.0,34.0,16.0
2014,2,Mendoza,149.0,13.0,2.0,36.0,2.0,167.0
2014,2,Misiones,57.0,18.0,4.0,150.0,8.0,75.0
2014,2,Neuquén,48.0,30.0,997.0,11.0,3.0,92.0
2014,2,Río Negro,65.0,25.0,876.0,4.0,2.0,96.0
2014,2,Salta,74.0,18.0,45.0,7.0,577.0,92.0
2014,2,San Juan,48.0,451.0,722.0,1.0,1.0,52.0
2014,2,San Luis,11.0,925.0,354.0,22.0,448.0,13.0
2014,2,Santa Cruz,19.0,448.0,381.0,4.0,3.0,27.0
2014,2,Santa Fe,324.0,178.0,3.0,6.0,636.0,512.0
2014,2,Santiago Del Estero,33.0,4.0,19.0,907.0,34.0,38.0
2014,2,Tierra Del Fuego,22.0,3.0,648.0,1.0,3.0,28.0
2014,2,Tucumán,132.0,97.0,121.0,13.0,98.0,132.0
2014,1,Buenos Aires,2.0,1.0,121.0,17.0,34.0,3.0
2014,1,Capital Federal,446.0,820.0,18.0,2.0,15.0,1.0
2014,1,Catamarca,24.0,46.0,17.0,0.0,43.0,24.0
2014,1,Chaco,53.0,9.0,30.0,0.0,58.0,63.0
2014,1,Chubut,51.0,539.0,866.0,11.0,7.0,70.0
2014,1,Córdoba,337.0,226.0,347.0,4.0,368.0,567.0
2014,1,Corrientes,53.0,8.0,31.0,1.0,55.0,62.0
2014,1,Entre Ríos,108.0,21.0,49.0,5.0,133.0,134.0
2014,1,Formosa,21.0,5.0,0.0,0.0,100.0,25.0
2014,1,Jujuy,30.0,4.0,23.0,0.0,9.0,34.0
2014,1,La Pampa,16.0,31.0,513.0,6.0,701.0,54.0
2014,1,La Rioja,16.0,0.0,14.0,0.0,34.0,16.0
2014,1,Mendoza,149.0,12.0,2.0,37.0,2.0,166.0
2014,1,Misiones,57.0,17.0,4.0,150.0,8.0,74.0
2014,1,Neuquén,48.0,28.0,997.0,10.0,3.0,90.0
2014,1,Río Negro,65.0,24.0,876.0,4.0,2.0,95.0
2014,1,Salta,73.0,18.0,45.0,8.0,568.0,91.0
2014,1,San Juan,48.0,434.0,722.0,808.0,1.0,51.0
2014,1,San Luis,11.0,428.0,354.0,21.0,448.0,13.0
2014,1,Santa Cruz,19.0,100.0,381.0,4.0,3.0,27.0
2014,1,Santa Fe,323.0,174.0,3.0,6.0,644.0,507.0
2014,1,Santiago Del Estero,33.0,4.0,19.0,915.0,34.0,37.0
2014,1,Tierra Del Fuego,22.0,3.0,648.0,1.0,3.0,28.0
2014,1,Tucumán,130.0,83.0,121.0,13.0,98.0,130.0
*,"Los datos provinciales no coinciden a nivel nacional, ya que se rincorporó información que no contien apertuta a nivel geográfico.",,,,,,,
