Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
CORDOBA,Santa María,Valle de Anisacate,487,--,--,--,--,--,SI,--,--,--,14147300.0,"-31,73147769","-64,41296221"
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),679,--,--,--,--,--,SI,SI,SI,SI,14147310.0,"-31,79321952","-64,51392552"
CORDOBA,Santa María,Villa del Prado,1476,--,--,--,--,--,SI,--,--,--,14147320.0,"-31,61793976","-64,39249252"
CORDOBA,Santa María,Villa La Bolsa,995,--,--,--,--,--,SI,--,SI,SI,14147330.0,"-31,72878796","-64,4324175"
CORDOBA,Santa María,Villa Los Aromos,1364,SI,--,--,--,--,SI,SI,--,--,14147340.0,"-31,73595981","-64,43892794"
CORDOBA,Santa María,Villa Parque Santa Ana,2491,SI,--,--,SI,--,--,SI,SI,SI,14147350.0,"-31,58930758","-64,35369205"
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,483,--,--,--,--,--,SI,SI,--,--,14147360.0,"-31,82082641","-64,39352756"
CORDOBA,Santa María,Villa Sierras de Oro,251,--,--,--,--,--,--,--,SI,SI,14147370.0,"-31,45793617","-64,42171533"
CORDOBA,Santa María,Yocsina,1242,--,--,--,--,--,--,--,--,SI,14147380.0,"-31,44705772","-64,36607484"
CORDOBA,Sobremonte,Caminiaga,282,--,--,--,SI,--,--,SI,--,--,14154010.0,"-30,06822508","-64,0528759"
CORDOBA,Sobremonte,Cerro Colorado,0,--,--,--,--,--,--,--,--,--,14154040.0,"-30,096944","-63,931111"
CORDOBA,Sobremonte,Chuña Huasi,17,--,--,--,--,--,--,SI,--,--,14154030.0,"-29,91383726","-64,1299818"
CORDOBA,Sobremonte,Pozo Nuevo,130,--,--,--,--,--,--,--,--,SI,14154040.0,"-29,57754569","-64,10709962"
CORDOBA,Sobremonte,San Francisco del Chañar,2256,--,--,--,SI,SI,--,SI,SI,SI,14154050.0,"-29,78826094","-63,94307036"
BUENOS AIRES,Bahía Blanca,Villa Bordeau,0,--,--,--,--,--,--,--,SI,SI,6056020.0,"-38,64726051","-62,32002234"
BUENOS AIRES,Bahía Blanca,Villa Espora,0,--,--,--,--,--,--,--,--,--,6056020.0,"-38,77650695","-62,18518335"
BUENOS AIRES,Balcarce,Balcarce,38376,SI,SI,SI,SI,--,SI,SI,SI,SI,6063010.0,"-37,84827793","-58,25516658"
BUENOS AIRES,Balcarce,Los Pinos,337,--,--,--,--,--,SI,SI,--,--,6063020.0,"-37,94120576","-58,32259202"
BUENOS AIRES,Balcarce,Napaleofú,374,--,--,--,SI,--,SI,SI,SI,SI,6063030.0,"-37,62549802","-58,74618624"
BUENOS AIRES,Balcarce,Ramos Otero,95,--,--,--,--,--,SI,--,--,SI,6063040.0,"-37,54263537","-58,34071855"
BUENOS AIRES,Balcarce,San Agustín,498,--,--,--,--,--,SI,SI,--,--,6063050.0,"-38,01228386","-58,35537776"
BUENOS AIRES,Balcarce,Villa Laguna La Brava,115,--,--,--,--,--,SI,SI,SI,SI,6063060.0,"-37,85962853","-57,98060087"
BUENOS AIRES,Baradero,Baradero,28537,SI,SI,--,SI,SI,SI,SI,SI,SI,6070010.0,"-33,81287815","-59,50430689"
BUENOS AIRES,Baradero,Irineo Portela,379,--,--,--,SI,SI,SI,SI,--,--,6070020.0,"-33,98104892","-59,67156016"
BUENOS AIRES,Baradero,Santa Coloma,203,--,--,--,--,--,SI,--,--,SI,6070030.0,"-34,06215413","-59,55854206"
BUENOS AIRES,Baradero,Villa Alsina (Est. Alsina),1488,SI,--,--,--,--,SI,SI,SI,SI,6070040.0,"-33,9096038","-59,38820171"
BUENOS AIRES,Benito Juárez,Barker,1241,--,--,SI,SI,SI,SI,SI,SI,SI,6084010.0,"-37,64241113","-59,38893803"
CATAMARCA,Capayán,San Martín,426,--,--,--,--,SI,--,--,--,SI,10042130.0,"-29,25142382","-65,79669716"
BUENOS AIRES,José C. Paz,Tortuguitas,8806,--,SI,--,--,--,--,--,SI,SI,6412010.0,"-34,4918484","-58,78637803"
BUENOS AIRES,Junín,Agustín Roca,331,--,--,--,SI,--,SI,SI,--,SI,6413010.0,"-34,50808441","-60,86489565"
BUENOS AIRES,Junín,Agustina,155,--,--,--,SI,--,--,SI,SI,SI,6413020.0,"-34,46070686","-61,06707233"
BUENOS AIRES,Junín,Balneario Laguna de Gómez,230,--,--,--,--,--,SI,--,SI,SI,6413030.0,"-34,66064358","-61,01836459"
BUENOS AIRES,Junín,Fortín Tiburcio,257,--,--,--,--,--,SI,SI,--,--,6413040.0,"-34,34673224","-61,13107817"
BUENOS AIRES,Junín,Junín,87509,SI,SI,SI,SI,SI,SI,SI,SI,SI,6413050.0,"-34,58383163","-60,94726517"
BUENOS AIRES,Junín,Laplacette,22,--,--,--,SI,--,SI,--,--,--,6413060.0,"-34,72452385","-61,15531715"
BUENOS AIRES,Junín,Morse,563,--,SI,--,SI,--,SI,SI,--,SI,6413070.0,"-34,76088981","-60,84191225"
BUENOS AIRES,Junín,Paraje La Agraria,40,--,--,--,--,--,--,--,--,--,6413055.0,"-34,65641452","-60,84666816"
BUENOS AIRES,Junín,Saforcada,431,--,--,--,--,--,SI,SI,SI,SI,6413080.0,"-34,57525913","-61,07473082"
BUENOS AIRES,La Costa,Aguas Verdes,0,SI,--,--,SI,--,SI,--,SI,SI,6420030.0,"-36,65521115","-56,69495207"
MISIONES,Apóstoles,Tres Capones,485,--,--,--,--,--,--,--,--,--,54007070.0,"-28,00008727","-55,60804288"
MISIONES,Cainguás,1º de Mayo,403,--,--,--,--,--,--,--,--,SI,54014060.0,"-27,16608489","-55,02916527"
BUENOS AIRES,Rauch,Rauch,12705,SI,--,SI,SI,SI,SI,SI,SI,SI,6672010.0,"-36,77550355","-59,0871114"
BUENOS AIRES,Rivadavia,América,11685,SI,SI,--,SI,SI,SI,SI,SI,SI,6679010.0,"-35,49034124","-62,97637598"
BUENOS AIRES,Rivadavia,Fortín Olavarría,1086,SI,--,--,SI,--,--,--,SI,SI,6679020.0,"-35,70488485","-63,02303328"
BUENOS AIRES,Rivadavia,González Moreno,1610,--,--,--,--,--,SI,--,SI,SI,6679030.0,"-35,55765293","-63,38158004"
BUENOS AIRES,Rivadavia,Mira Pampa,40,--,--,--,--,--,--,--,--,--,6679040.0,"-35,87038673","-63,37420107"
BUENOS AIRES,Rivadavia,Roosevelt,239,--,--,--,--,--,--,SI,--,--,6679050.0,"-35,84663202","-63,28981183"
BUENOS AIRES,Rivadavia,San Mauricio,18,--,--,--,--,--,--,--,--,--,6679060.0,"-35,51180228","-63,18821549"
BUENOS AIRES,Rivadavia,Sansinena,522,--,--,--,SI,--,SI,SI,--,SI,6679070.0,"-35,27502954","-63,21354367"
BUENOS AIRES,Rivadavia,Sundblad,63,--,--,--,--,--,--,--,--,--,6679080.0,"-35,76564166","-63,1386101"
BUENOS AIRES,Rojas,Barrio Las Margaritas,0,--,--,--,--,--,--,--,--,--,6686080.0,"-34,19323741","-60,6820265"
BUENOS AIRES,Rojas,La Beba,37,--,--,--,--,--,--,--,--,--,6686010.0,"-34,15556335","-61,01214218"
BUENOS AIRES,Rojas,Las Carabelas,1107,--,--,--,SI,SI,SI,SI,--,SI,6686020.0,"-34,03810027","-60,86852642"
BUENOS AIRES,Rojas,Los Indios,66,--,--,--,--,--,--,--,--,--,6686030.0,"-34,37356961","-60,65237103"
BUENOS AIRES,Rojas,Rafael Obligado,901,--,--,--,--,--,SI,--,--,SI,6686040.0,"-34,35881325","-60,78456933"
BUENOS AIRES,Rojas,Roberto Cano,23,--,--,--,--,--,--,--,--,--,6686050.0,"-34,08611298","-60,66677475"
CABA,COMUNA 15,AGRONOMIA,13912,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,59294425","-58,48867142"
CHUBUT,Tehuelches,Gobernador Costa,2251,--,--,SI,--,--,--,SI,--,SI,26098020.0,"-44,05298261","-70,59792026"
CHUBUT,Tehuelches,José de San Martín,1612,--,--,--,--,SI,--,SI,--,SI,26098030.0,"-44,05450309","-70,46984235"
CHUBUT,Tehuelches,Río Pico,1055,--,--,SI,--,SI,--,SI,--,--,26098040.0,"-44,18299324","-71,37005654"
CHUBUT,Telsen,Gan Gan,661,--,--,--,--,SI,SI,SI,--,SI,26105010.0,"-42,52323303","-68,28285423"
CHUBUT,Telsen,Telsen,544,--,SI,--,--,SI,SI,SI,SI,SI,26105020.0,"-42,43875116","-66,941428"
CORDOBA,Calamuchita,Amboy,183,--,--,--,--,--,SI,SI,--,--,14007010.0,"-32,17591652","-64,57654832"
CORDOBA,Calamuchita,Arroyo San Antonio,0,--,--,--,--,--,--,--,SI,SI,14007020.0,"-32,26205146","-64,59372532"
CORDOBA,Calamuchita,Cañada del Sauce,61,SI,--,--,--,--,--,SI,--,SI,14007030.0,"-32,36799916","-64,64252234"
CATAMARCA,Capayán,San Pablo,139,--,--,--,--,--,--,--,--,--,10042140.0,"-28,71852116","-66,04060318"
CATAMARCA,Capayán,San Pedro,372,--,--,--,--,--,--,--,--,--,10042150.0,"-28,77171776","-66,1240601"
CATAMARCA,Capital,Barrio Bancario,0,--,--,--,--,--,--,--,SI,SI,10049020.0,"-28,466667","-65,783333"
CATAMARCA,Capital,El Pantanillo,44,SI,--,--,SI,SI,--,SI,SI,SI,10049020.0,"-28,54168934","-65,80266327"
CATAMARCA,Capital,San Fernando del Valle de Catamarca,159139,SI,SI,SI,SI,SI,SI,SI,SI,SI,10049030.0,"-28,48465819","-65,78678929"
CATAMARCA,El Alto,El Alto,754,--,--,--,--,SI,SI,--,SI,SI,10056010.0,"-28,30274776","-65,36937672"
CATAMARCA,El Alto,Guayamba,376,--,--,--,--,--,--,SI,--,--,10056020.0,"-28,34412666","-65,41274767"
CATAMARCA,El Alto,Infanzón,62,--,--,--,--,--,--,--,--,--,10056030.0,"-28,59732441","-65,41166027"
CATAMARCA,El Alto,Los Corrales,54,--,--,--,--,--,--,--,--,--,10056040.0,"-28,51082902","-65,33087722"
CATAMARCA,El Alto,Tapso,191,--,--,--,--,SI,--,--,--,--,10056050.0,"-28,4159042","-65,10864096"
CATAMARCA,El Alto,Vilismán,112,--,--,--,--,--,--,--,--,SI,10056060.0,"-28,50211332","-65,438549"
CATAMARCA,Fray Mamerto Esquiú,Collagasta,373,--,--,--,--,--,--,--,--,--,10063010.0,"-28,36167764","-65,72826902"
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,--,--,--,SI,--,--,--,SI,--,10063050.0,"-28,41278845","-65,71753699"
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,--,--,--,--,SI,--,--,--,--,10063050.0,"-28,34955768","-65,70911959"
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,--,--,--,--,--,SI,--,--,--,10063050.0,"-28,41984873","-65,6988378"
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,--,--,--,--,--,SI,--,SI,--,10063050.0,"-28,37344735","-65,70812925"
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,--,--,--,--,--,--,SI,--,--,10063020.0,"-28,30871737","-65,72220984"
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,--,--,--,--,--,--,--,--,--,10063030.0,"-28,31784325","-65,74234472"
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,--,--,--,SI,--,--,--,SI,SI,10063050.0,"-28,42377668","-65,70621343"
BUENOS AIRES,Berisso,Berisso,87698,SI,SI,SI,SI,--,SI,SI,SI,SI,6098010.0,"-34,87463537","-57,89474723"
BUENOS AIRES,Berisso,Los Talas,0,--,--,--,--,--,--,--,--,--,6098010.0,"-34,91902092","-57,7909955"
BUENOS AIRES,Berisso,Villa Arguello,0,--,--,--,SI,--,SI,--,SI,SI,6098010.0,"-34,90539819","-57,91808151"
BUENOS AIRES,Berisso,Villa Dolores,0,--,--,--,--,--,--,--,SI,SI,6098010.0,"-34,88020854","-57,86630367"
BUENOS AIRES,Berisso,Villa Independencia,0,--,--,--,--,--,--,--,--,--,6098010.0,"-34,88295197","-57,86148927"
BUENOS AIRES,Berisso,Villa Nueva,0,--,--,--,SI,--,SI,--,SI,SI,6098010.0,"-34,89570794","-57,91088166"
BUENOS AIRES,Berisso,Villa Porteña,0,--,--,--,--,--,--,--,--,--,6098010.0,"-34,89104331","-57,8963774"
BUENOS AIRES,Berisso,Villa Progreso,0,--,--,--,SI,--,SI,--,--,--,6098010.0,"-34,93087661","-57,84687999"
BUENOS AIRES,Berisso,Villa San Carlos,0,--,--,--,--,--,--,--,SI,SI,6098010.0,"-34,88381308","-57,87701596"
BUENOS AIRES,Berisso,Villa Zula,0,--,--,--,--,--,--,--,--,--,6098010.0,"-34,92216463","-57,80096648"
BUENOS AIRES,Bolívar,Hale,211,SI,--,--,--,--,--,SI,--,--,6105010.0,"-36,00104298","-60,85344951"
BUENOS AIRES,Bolívar,Juan F. Ibarra,33,--,--,--,--,--,--,--,--,--,6105020.0,"-36,34987705","-61,25525912"
BUENOS AIRES,Bolívar,Mariano Unzué,0,--,--,--,--,--,--,--,--,--,6105060.0,"-36,14404852","-61,01160101"
BUENOS AIRES,Bolívar,Paula,40,--,--,--,--,--,--,--,--,--,6105040.0,"-36,50531835","-61,02432872"
BUENOS AIRES,Bolívar,Pirovano,1551,--,--,--,--,--,SI,SI,SI,--,6105050.0,"-36,51091702","-61,55455166"
BUENOS AIRES,Bolívar,San Carlos de Bolívar (Est. Bolívar),26242,SI,SI,SI,SI,SI,SI,SI,SI,SI,6105060.0,"-36,22956022","-61,11318987"
BUENOS AIRES,Bolívar,Urdampilleta,2643,--,--,SI,--,--,SI,SI,SI,SI,6105070.0,"-36,43292924","-61,41911602"
BUENOS AIRES,Bolívar,Villa Lynch Pueyrredón,62,--,--,--,--,--,--,--,--,--,6105080.0,"-36,60257933","-61,36186255"
CORDOBA,Calamuchita,Capilla Vieja,68,--,--,--,--,--,SI,--,SI,SI,14007040.0,"-31,94202742","-64,61654061"
CORDOBA,Calamuchita,El Corcovado - El Torreón,417,SI,--,--,--,--,SI,SI,--,--,14007050.0,"-32,14975907","-64,50159147"
CORDOBA,Calamuchita,El Durazno,100,--,--,--,--,--,--,--,--,--,14007055.0,"-32,16956561","-64,77477105"
CORDOBA,Calamuchita,Embalse,8793,--,--,--,SI,SI,SI,--,SI,SI,14007060.0,"-32,20650769","-64,40062268"
CORDOBA,Calamuchita,La Cruz,1363,SI,--,--,--,--,SI,SI,SI,SI,14007070.0,"-32,30340557","-64,48310897"
CORDOBA,Calamuchita,La Cumbrecita,549,--,--,--,--,--,SI,--,SI,SI,14007080.0,"-31,89696439","-64,77515894"
CORDOBA,Calamuchita,Las Bajadas,141,--,--,--,--,--,SI,--,--,SI,14007090.0,"-32,09540636","-64,33105355"
CORDOBA,Calamuchita,Las Caleras,192,--,--,--,--,--,SI,SI,--,--,14007100.0,"-32,38936125","-64,51859234"
CORDOBA,Calamuchita,Los Cóndores,2879,SI,--,--,--,SI,SI,SI,SI,SI,14007110.0,"-32,32112777","-64,28100803"
CORDOBA,Calamuchita,Los Molinos,260,--,--,--,--,--,SI,--,--,--,14007120.0,"-31,85682232","-64,37795216"
CORDOBA,Calamuchita,Los Reartes,1192,SI,--,--,SI,SI,SI,SI,SI,SI,14007130.0,"-31,91985608","-64,57550371"
CORDOBA,Calamuchita,Lutti,20,--,--,--,--,--,--,SI,--,--,14007140.0,"-32,2989441","-64,72543792"
CORDOBA,Calamuchita,Monte Ralo,0,--,--,--,--,--,--,--,--,--,14007170.0,"-31,91666667","-64,23888889"
CORDOBA,Calamuchita,Parque Calmayo,44,--,--,--,--,--,SI,--,--,--,14007160.0,"-32,02374431","-64,46416368"
CORDOBA,Calamuchita,Río de los Sauces,1001,--,--,--,--,--,SI,SI,SI,SI,14007170.0,"-32,52655953","-64,58695308"
MISIONES,Eldorado,Nueva Delicia,817,--,--,--,--,--,--,--,--,--,54042035.0,"-26,17913955","-54,58365728"
CORDOBA,Tercero Arriba,Almafuerte,11422,SI,SI,--,SI,--,SI,SI,SI,SI,14161010.0,"-32,1934605","-64,25438719"
CORDOBA,Tercero Arriba,Colonia Almada,495,--,--,--,--,--,SI,SI,--,SI,14161020.0,"-32,03334565","-63,86288469"
CORDOBA,Tercero Arriba,Corralito,1727,--,--,--,SI,SI,SI,--,SI,SI,14161030.0,"-32,02525724","-64,19315889"
CORDOBA,Tercero Arriba,Dalmacio Vélez,1497,--,--,--,SI,--,--,SI,SI,SI,14161040.0,"-32,61087325","-63,57988372"
CORDOBA,Tercero Arriba,General Fotheringham,313,SI,--,--,--,--,SI,SI,SI,SI,14161050.0,"-32,32342958","-63,87042574"
CORDOBA,Tercero Arriba,Hernando,10109,SI,SI,--,SI,--,--,SI,SI,SI,14161060.0,"-32,42761483","-63,73301191"
CORDOBA,Tercero Arriba,James Craik,5110,SI,SI,--,SI,--,SI,SI,SI,SI,14161070.0,"-32,16130564","-63,46519195"
CORDOBA,Tercero Arriba,Las Isletillas,152,--,--,--,--,--,SI,SI,--,SI,14161080.0,"-32,51009799","-63,92902294"
CORDOBA,Tercero Arriba,Las Perdices,5084,SI,--,--,--,SI,SI,SI,SI,SI,14161090.0,"-32,69818845","-63,70831032"
CORDOBA,Tercero Arriba,Los Zorros,508,--,--,--,--,--,--,SI,SI,SI,14161100.0,"-32,04592819","-63,20179817"
BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),14279,SI,--,SI,SI,SI,SI,SI,SI,SI,6084020.0,"-37,67664102","-59,80576771"
BUENOS AIRES,Benito Juárez,López,138,--,--,--,SI,--,SI,--,--,--,6084030.0,"-37,55451209","-59,62784615"
BUENOS AIRES,Benito Juárez,Tedín Uriburu,157,--,--,--,--,--,--,--,SI,SI,6084040.0,"-37,36836863","-59,76303916"
BUENOS AIRES,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),2689,--,--,--,SI,SI,SI,--,SI,SI,6084050.0,"-37,67047789","-59,40035334"
BUENOS AIRES,Berazategui,Berazategui,100855,SI,SI,SI,SI,SI,SI,SI,SI,SI,6091010.0,"-34,75974933","-58,20196452"
BUENOS AIRES,Berazategui,Berazategui Oeste,87792,SI,SI,--,SI,--,--,SI,SI,SI,6091010.0,"-34,78042019","-58,24150103"
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,11695,SI,SI,--,SI,--,--,SI,SI,SI,6091010.0,"-34,80211922","-58,21882125"
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,7847,SI,SI,--,SI,--,SI,SI,SI,SI,6091010.0,"-34,90675571","-58,1966995"
CATAMARCA,Pomán,Mutquin,1075,--,--,--,--,SI,--,SI,--,--,10084060.0,"-28,31784557","-66,14206429"
CATAMARCA,Pomán,Pomán,2856,--,--,--,--,SI,--,SI,SI,SI,10084070.0,"-28,39278011","-66,2220824"
BUENOS AIRES,La Costa,Las Toninas,5278,SI,SI,SI,SI,--,SI,SI,SI,SI,6420010.0,"-36,48839763","-56,70043526"
BUENOS AIRES,La Costa,Lucila Del Mar,0,SI,SI,--,SI,--,SI,--,SI,SI,6420030.0,"-36,66274914","-56,68171361"
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,28466,SI,SI,SI,SI,--,SI,SI,SI,SI,6420020.0,"-36,68741101","-56,68414006"
BUENOS AIRES,La Costa,San Clemente del Tuyú,12126,SI,SI,SI,SI,--,SI,SI,SI,SI,6420030.0,"-36,35323883","-56,72394414"
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,23581,SI,SI,SI,SI,--,SI,SI,SI,SI,6420040.0,"-36,54091118","-56,70586744"
BUENOS AIRES,La Matanza,20 De Junio,1171,SI,SI,SI,--,--,SI,SI,SI,SI,6427010.0,"-34,78553365","-58,717185"
BUENOS AIRES,La Matanza,Aldo Bonzi,18965,SI,SI,--,--,--,SI,SI,SI,SI,6427010.0,"-34,71417289","-58,50890438"
MISIONES,Eldorado,Pueblo Nuevo,651,--,--,--,--,--,--,--,--,--,54042055.0,"-26,24454136","-54,59046756"
MISIONES,Eldorado,Puerto Mado,342,--,--,--,--,--,--,--,--,--,54042060.0,"-26,23108991","-54,62471466"
MISIONES,Eldorado,Puerto Pinares,2743,--,--,--,--,--,--,--,--,SI,54042070.0,"-26,42681743","-54,68576601"
MISIONES,Eldorado,Santiago de Liniers,541,--,--,--,--,--,SI,--,--,SI,54042080.0,"-26,39058661","-54,39470993"
BUENOS AIRES,Rojas,Rojas,19766,SI,SI,SI,SI,--,SI,SI,SI,SI,6686060.0,"-34,19616004","-60,73326365"
BUENOS AIRES,Rojas,Sol de Mayo,20,--,--,--,--,--,--,--,--,--,6686070.0,"-34,26894485","-60,87177734"
BUENOS AIRES,Rojas,Villa Manuel Pomar,52,--,--,--,--,--,--,--,--,--,6686080.0,"-33,91595088","-60,93793802"
BUENOS AIRES,Rojas,Villa Parque Cecir,0,--,--,--,--,--,--,--,--,--,6686060.0,"-34,1707176","-60,74383368"
BUENOS AIRES,Roque Pérez,Carlos Beguerie,399,--,--,--,SI,--,SI,SI,--,--,6693010.0,"-35,48546905","-59,1017156"
BUENOS AIRES,Roque Pérez,Roque Pérez,10358,SI,SI,SI,SI,--,SI,SI,SI,SI,6693020.0,"-35,40163758","-59,33468578"
BUENOS AIRES,Saavedra,Arroyo Corto,514,--,--,--,SI,--,--,SI,--,--,6700010.0,"-37,51291797","-62,31168377"
BUENOS AIRES,Saavedra,Colonia San Martín,92,--,--,--,--,--,--,--,--,--,6700020.0,"-37,97691521","-62,33260956"
BUENOS AIRES,Saavedra,Dufaur,182,--,--,--,--,--,--,SI,--,--,6700030.0,"-37,9428223","-62,28486427"
BUENOS AIRES,Saavedra,Espartillar,785,--,--,--,SI,--,SI,SI,--,SI,6700040.0,"-37,36043439","-62,42973868"
BUENOS AIRES,Saavedra,Goyena,516,--,--,--,SI,--,--,--,--,--,6700050.0,"-37,71925185","-62,60712963"
BUENOS AIRES,Saavedra,Las Encadenadas,9,--,--,--,--,--,--,--,--,--,6700055.0,"-38,03610827","-62,47041407"
BUENOS AIRES,Saavedra,Pigüé,14383,--,--,--,SI,--,--,SI,SI,SI,6700060.0,"-37,6063896","-62,40577288"
BUENOS AIRES,Saavedra,Saavedra,2276,--,--,--,SI,--,SI,SI,SI,SI,6700070.0,"-37,76364022","-62,3506328"
CABA,COMUNA 15,CHACARITA,27761,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,58837307","-58,45417486"
CORDOBA,Calamuchita,San Agustín,3317,SI,--,--,--,--,SI,SI,SI,SI,14007180.0,"-31,97631551","-64,37330672"
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),140,--,--,--,--,--,SI,SI,--,--,14007190.0,"-32,16678567","-64,51639721"
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,--,--,--,--,--,SI,--,SI,SI,14007170.0,"-32,165","-64,51694444"
CORDOBA,Calamuchita,Santa Monica,0,--,--,--,--,--,--,--,--,--,14007170.0,"-32,06659514","-64,57910186"
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,12395,SI,SI,--,SI,--,SI,SI,SI,SI,14007210.0,"-32,07005782","-64,53763373"
CORDOBA,Calamuchita,Segunda Usina,118,--,--,--,--,--,SI,--,--,--,14007220.0,"-32,1650426","-64,37842259"
CABA,COMUNA 15,PATERNAL,19717,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,59742204","-58,46866529"
CORDOBA,Tercero Arriba,Oliva,11672,SI,--,--,SI,--,SI,SI,SI,SI,14161110.0,"-32,0413174","-63,56938207"
CORDOBA,Tercero Arriba,Pampayasta Norte,79,--,--,--,--,--,SI,SI,--,--,14161120.0,"-32,24168273","-63,64218687"
CORDOBA,Tercero Arriba,Pampayasta Sur,1208,--,--,--,SI,SI,--,--,SI,SI,14161130.0,"-32,25075811","-63,65101403"
CORDOBA,Tercero Arriba,Punta del Agua,175,--,--,--,--,--,SI,--,--,SI,14161140.0,"-32,57542817","-63,81015809"
CORDOBA,Tercero Arriba,Río Tercero,46421,SI,SI,--,SI,SI,SI,SI,SI,SI,14161150.0,"-32,17310097","-64,11305606"
CATAMARCA,Pomán,Rincón,523,--,--,--,--,--,--,SI,--,SI,10084080.0,"-28,20226311","-66,14879913"
CATAMARCA,Pomán,San Miguel,413,--,--,--,--,--,SI,--,--,--,10084090.0,"-28,1297413","-66,20195652"
CATAMARCA,Pomán,Saujil,2368,--,--,--,--,SI,SI,SI,--,SI,10084100.0,"-28,17333708","-66,21451486"
CATAMARCA,Pomán,Siján,1169,--,--,--,--,SI,--,SI,--,--,10084110.0,"-28,26235589","-66,22092992"
CATAMARCA,Santa María,Andalhualá,241,--,--,--,--,--,--,--,--,--,10091010.0,"-26,84794273","-66,02440686"
CATAMARCA,Santa María,Caspichango,39,--,--,--,--,--,--,--,--,--,10091020.0,"-26,685929","-65,97079499"
CATAMARCA,Santa María,Chañar Punco,1736,--,--,--,--,--,--,--,--,SI,10091030.0,"-26,75883429","-66,04930672"
CATAMARCA,Santa María,El Cajón,141,--,--,--,--,--,--,SI,--,--,10091040.0,"-26,39554769","-66,26419302"
CATAMARCA,Santa María,El Cerrito,0,--,--,--,--,--,--,--,SI,SI,10091040.0,"-26,6988605","-66,03873344"
CATAMARCA,Santa María,El Desmonte,144,--,--,--,--,--,--,--,--,--,10091050.0,"-26,90771687","-66,02042315"
CATAMARCA,Santa María,El Puesto,200,--,--,--,--,--,--,--,--,--,10091060.0,"-26,63076795","-66,0140419"
CATAMARCA,Santa María,Famatanca,589,--,--,--,--,--,--,--,--,--,10091070.0,"-26,81011956","-66,05952214"
CATAMARCA,Santa María,Fuerte Quemado,459,--,--,--,--,--,--,--,--,--,10091080.0,"-26,63043364","-66,06443737"
CATAMARCA,Santa María,La Hoyada,120,--,--,--,--,--,--,SI,--,--,10091090.0,"-26,51890835","-66,36861097"
CATAMARCA,Santa María,La Loma,388,--,--,--,--,SI,--,--,--,--,10091100.0,"-26,75749908","-66,03310649"
CATAMARCA,Santa María,La Puntilla,0,--,--,--,--,--,--,--,--,--,10091040.0,"-26,82745505","-66,05062745"
CATAMARCA,Santa María,Lampacito,0,--,--,--,--,--,--,--,--,SI,10091040.0,"-26,7265982","-66,04369791"
CATAMARCA,Santa María,Las Mojarras,959,--,--,--,--,--,--,--,--,--,10091110.0,"-26,6988605","-66,03873344"
CATAMARCA,Santa María,Loro Huasi,1547,--,--,--,--,--,--,--,--,--,10091120.0,"-26,73613837","-66,02178458"
CATAMARCA,Santa María,Medanitos,0,--,--,--,--,--,--,--,--,--,10091040.0,"-26,75883429","-66,04930672"
CATAMARCA,Santa María,Palo Seco,0,--,--,--,--,--,--,--,--,--,10091040.0,"-26,82745505","-66,05062745"
CATAMARCA,Santa María,Punta de Balasto,177,--,--,--,--,--,--,--,--,--,10091130.0,"-26,9300944","-66,14872943"
CATAMARCA,Santa María,San José,2901,--,--,--,--,SI,--,--,--,--,10091140.0,"-26,77456","-66,0347"
CATAMARCA,Santa María,San Jose Banda,0,--,--,--,--,--,--,--,--,--,10091040.0,"-26,81011956","-66,05952214"
CATAMARCA,Santa María,San Jose Norte,0,--,--,--,--,--,--,--,--,--,10091040.0,"-26,7745985","-66,03625769"
CATAMARCA,Santa María,Santa María,11648,--,--,--,--,SI,SI,--,--,--,10091150.0,"-26,68911671","-66,01888444"
CORDOBA,Calamuchita,Solar de los Molinos,127,--,--,--,--,--,--,SI,--,--,14007230.0,"-31,82622167","-64,51978027"
CORDOBA,Calamuchita,Villa Alpina,154,--,--,--,--,--,SI,--,--,--,14007240.0,"-31,9532611","-64,81325414"
